trackId,initialFrame,finalFrame,Frame_nums,width,length,class,CrossType,Signal_Violation_Behavior
409,9019,9180,162,0.8980166398223705,2.019513839504398,motorcycle,StraightCross,No violation of traffic lights
410,9023,9249,227,1.8678088505677781,4.721256744294128,car,StraightCross,No violation of traffic lights
411,9025,9127,103,1.3625072616457075,2.934470810111368,tricycle,StraightCross,red-light running
412,9092,9196,105,0.8053679691993397,1.8238752011434627,motorcycle,StraightCross,No violation of traffic lights
414,9095,9190,96,0.865958212989453,2.1517732994887595,motorcycle,StraightCross,No violation of traffic lights
419,9171,9271,101,1.8472853273293754,4.90133681634415,car,StraightCross,No violation of traffic lights
421,9196,9350,155,0.6415509580458055,1.636728498303469,bicycle,StraightCross,red-light running
423,9203,9289,87,1.5629698384509767,4.144554241460224,car,StraightCross,No violation of traffic lights
424,9215,9294,80,1.8855860036033902,5.006477334738975,car,StraightCross,No violation of traffic lights
427,9245,9399,155,0.823130228936342,1.7320801353287665,motorcycle,StraightCross,No violation of traffic lights
430,9358,9533,176,0.6042588459473113,1.5452278519357927,bicycle,StraightCross,red-light running
431,9409,9576,168,0.8690673668997855,2.0035969201495085,motorcycle,StraightCross,red-light running
433,9479,9529,51,1.8326417552280916,4.678960854800632,car,StraightCross,No violation of traffic lights
434,9502,9680,179,0.7355636848606518,1.7155401406552342,motorcycle,StraightCross,red-light running
436,9580,9622,43,1.870355177171085,4.549581534990275,car,StraightCross,No violation of traffic lights
437,9621,9785,165,0.7553468408749494,1.6745142668351152,motorcycle,StraightCross,red-light running
440,9742,9862,121,1.1150767969922346,1.6951447798287467,motorcycle,StraightCross,red-light running
441,9750,9900,151,1.9880175434455962,4.8581769978364395,car,StraightCross,No violation of traffic lights
442,9816,10110,295,0.6414119905176144,1.8221720558250802,bicycle,StraightCross,No violation of traffic lights
443,9821,9921,101,1.9157420211645226,4.857975331042703,car,StraightCross,No violation of traffic lights
446,9855,10033,179,0.6498258077506511,1.5153684302900154,bicycle,StraightCross,No violation of traffic lights
448,9943,10028,86,0.765003344553841,1.4907556218021163,motorcycle,StraightCross,red-light running
450,10037,10152,116,1.7494148549992823,4.658061479432124,car,StraightCross,yellow-light running
458,10235,10446,212,0.6649567715124123,1.485636857180423,bicycle,StraightCross,red-light running
462,10365,10506,142,0.6084624896192389,1.6079175736855649,bicycle,StraightCross,No violation of traffic lights
464,10433,10498,66,1.8661712883455925,4.686910616367675,car,StraightCross,No violation of traffic lights
